Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-05 14:39:47,0.0,3.96383,-5.997,38.48802,-0.09997
2018-11-05 14:40:47,1.0,3.93315,-5.99956,38.69834,-0.19996
2018-11-05 14:41:47,2.000016666666973,3.91006,-5.99956,39.01382,-0.29995
2018-11-05 14:42:47,3.0,3.8873,-5.99956,39.22413,-0.39993
2018-11-05 14:43:47,4.000016666666974,3.85999,-5.99956,39.43445,-0.49992
2018-11-05 14:44:47,5.0000333333334614,3.82342,-5.99956,39.53961,-0.59991
2018-11-05 14:45:47,5.999983333333512,3.78279,-5.99956,39.64477,-0.69989
2018-11-05 14:46:47,7.0000333333334614,3.74436,-5.997,39.74993,-0.79987
2018-11-05 14:47:47,7.999983333333512,3.70897,-5.99956,39.85508,-0.89986
2018-11-05 14:48:47,9.00003333333346,3.67475,-5.99956,39.85508,-0.99984
2018-11-05 14:49:47,10.00003333333346,3.63952,-5.99956,40.0654,-1.09982
2018-11-05 14:50:47,11.0,3.60227,-5.99956,40.0654,-1.19982
2018-11-05 14:51:47,12.000016666666973,3.56384,-5.99956,40.17056,-1.2998
2018-11-05 14:52:47,13.000066666666923,3.52541,-5.99956,40.17056,-1.39979
2018-11-05 14:53:47,14.00003333333346,3.489,-5.997,40.38088,-1.49978
2018-11-05 14:54:47,15.00003333333346,3.45647,-5.997,40.38088,-1.59976
2018-11-05 14:55:47,16.0,3.42747,-5.99956,40.38088,-1.69975
2018-11-05 14:56:47,17.000033333333462,3.4005,-5.99956,40.48603,-1.79973
2018-11-05 14:57:47,18.000016666666973,3.37438,-5.99956,40.48603,-1.89972
2018-11-05 14:58:47,19.000016666666973,3.34724,-5.997,40.59119,-1.99971
2018-11-05 14:59:47,20.000050000000435,3.3174,-5.99956,40.69635,-2.0997
2018-11-05 15:00:47,21.000033333333462,3.281,-5.99956,40.80151,-2.19968
2018-11-05 15:01:47,22.00006666666692,3.23363,-5.99956,40.90667,-2.29967
2018-11-05 15:02:47,23.000016666666973,3.16284,-5.99956,41.01183,-2.39965
2018-11-05 15:03:47,24.000033333333462,3.0435,-5.99956,41.11699,-2.49964
2018-11-05 15:04:47,25.000033333333462,2.86297,-5.99956,41.3273,-2.59962
2018-11-05 15:05:00,25.222100000000015,2.79993,-5.99956,41.3273,-2.62178
2018-11-05 15:06:00,26.222133333333478,3.05607,0.0,36.38485,0.0
2018-11-05 15:07:00,27.22216666666694,3.07462,0.0,32.38883,0.0
2018-11-05 15:08:00,28.222133333333478,3.08473,0.0,29.97018,0.0
2018-11-05 15:09:00,29.22215000000045,3.09181,0.0,28.3928,0.0
2018-11-05 15:10:00,30.22216666666694,3.0972,0.0,27.02574,0.0
2018-11-05 15:11:00,31.22215000000045,3.10159,0.0,26.07932,0.0
