Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-12-18 18:26:00,0.0,3.48945,0.0,-8.20237,0.0
2018-12-18 18:27:00,1.0000333333332188,3.4908,0.0,-4.94245,0.0
2018-12-18 18:28:00,1.9999666666665386,3.49181,0.0,-1.47222,0.0
2018-12-18 18:29:00,3.0000166666667307,3.49266,0.0,1.99801,0.0
2018-12-18 18:30:00,4.0,3.4935,0.0,5.46824,0.0
2018-12-18 18:31:00,4.999950000000051,3.49434,0.0,8.72816,0.0
2018-12-18 18:32:00,6.0,3.49519,0.0,12.09323,0.0
2018-12-18 18:33:00,6.99998333333327,3.4962,0.0,15.24799,0.0
2018-12-18 18:34:00,7.99998333333327,3.49721,0.0,18.19243,0.0
2018-12-18 18:35:00,8.999983333333269,3.49839,0.0,19.98012,0.0
2018-12-18 18:36:00,10.0,3.4994,0.0,20.19044,0.0
2018-12-18 18:37:00,10.99996666666654,3.50041,0.0,20.19044,0.0
2018-12-18 18:38:00,12.000033333333219,3.50125,0.0,21.34718,0.0
2018-12-18 18:39:00,12.99996666666654,3.50176,0.0,22.8194,0.0
2018-12-18 18:40:00,14.000033333333219,3.50227,0.0,22.8194,0.0
2018-12-18 18:41:00,14.99996666666654,3.50277,0.0,22.29361,0.0
2018-12-18 18:42:00,16.0,3.50294,0.0,21.87297,0.0
2018-12-18 18:43:00,17.0,3.50311,0.0,23.02972,0.0
2018-12-18 18:44:00,17.99998333333327,3.50328,0.0,24.0813,0.0
2018-12-18 18:45:00,18.99998333333327,3.50328,0.0,24.18646,0.0
2018-12-18 18:46:00,19.99995000000005,3.50345,0.0,23.45035,0.0
2018-12-18 18:47:00,20.999966666666538,3.50345,0.0,22.60908,0.0
2018-12-18 18:48:00,22.00004999999995,3.50361,0.0,22.8194,0.0
2018-12-18 18:49:00,22.99998333333327,3.50378,0.0,23.66067,0.0
2018-12-18 18:50:00,24.00001666666673,3.50378,0.0,24.50194,0.0
2018-12-18 18:51:00,24.99998333333327,3.50378,0.0,24.50194,0.0
2018-12-18 18:52:00,26.00001666666673,3.50378,0.0,23.76583,0.0
2018-12-18 18:53:00,27.0,3.50378,0.0,23.02972,0.0
2018-12-18 18:54:00,27.99995000000005,3.50378,0.0,22.92456,0.0
2018-12-18 18:55:00,28.99995000000005,3.50395,0.0,23.76583,0.0
2018-12-18 18:56:00,29.99998333333327,3.50395,0.0,24.39678,0.0
2018-12-18 18:57:00,30.99995000000005,3.50395,0.0,24.50194,0.0
2018-12-18 18:58:00,32.00001666666673,3.50395,0.0,24.0813,0.0
2018-12-18 18:59:00,32.99993333333332,3.50412,0.0,23.45035,0.0
2018-12-18 19:00:00,33.99996666666654,3.50412,0.0,23.13488,0.0
2018-12-18 19:01:00,35.0,3.50412,0.0,23.34519,0.0
2018-12-18 19:02:00,36.00001666666673,3.50412,0.0,24.18646,0.0
2018-12-18 19:03:00,36.99998333333327,3.50412,0.0,24.50194,0.0
2018-12-18 19:04:00,37.99995000000005,3.50412,0.0,24.39678,0.0
2018-12-18 19:05:00,38.99995000000005,3.50412,0.0,23.97615,0.0
2018-12-18 19:06:00,39.99996666666654,3.50429,0.0,23.55551,0.0
2018-12-18 19:07:00,40.99996666666654,3.50429,0.0,23.55551,0.0
2018-12-18 19:08:00,42.00003333333322,3.50429,0.0,23.66067,0.0
2018-12-18 19:09:00,42.99998333333327,3.50429,0.0,24.0813,0.0
2018-12-18 19:10:00,44.000083333333414,3.50429,0.0,24.29162,0.0
2018-12-18 19:11:00,45.00001666666673,3.50429,0.0,24.39678,0.0
2018-12-18 19:12:00,45.99995000000005,3.50429,0.0,24.18646,0.0
2018-12-18 19:13:00,46.99998333333327,3.50429,0.0,23.87099,0.0
2018-12-18 19:14:00,48.00003333333322,3.50446,0.0,23.76583,0.0
2018-12-18 19:15:00,48.99996666666654,3.50446,0.0,23.76583,0.0
2018-12-18 19:16:00,49.99995000000005,3.50446,0.0,23.87099,0.0
2018-12-18 19:17:00,51.0,3.50446,0.0,24.0813,0.0
2018-12-18 19:18:00,52.0,3.50446,0.0,24.18646,0.0
2018-12-18 19:19:00,52.99996666666654,3.50446,0.0,24.0813,0.0
2018-12-18 19:20:00,54.00003333333322,3.50446,0.0,23.97615,0.0
2018-12-18 19:21:00,55.00003333333322,3.50446,0.0,23.97615,0.0
2018-12-18 19:22:00,55.99998333333327,3.50446,0.0,23.87099,0.0
2018-12-18 19:23:00,57.00003333333322,3.50446,0.0,24.0813,0.0
